1,17850,shrimp,6,4,1,2018-12-14 18:49
2,17850,burgers,6,4,0,2018-7-6 20:48
3,17850,chutney,8,4,1,2018-5-18 21:27
4,17850,turkey,6,4,0,2018-4-21 18:22
5,17850,mineral water,6,4,1,2018-4-21 19:18
6,17850,low fat yogurt,2,0,0,2018-4-21 20:00
7,17850,whole wheat pasta,6,4,1,2018-6-10 19:44
8,17850,soup,6,4,0,2018-6-10 20:42
9,17850,frozen vegetables,6,4,1,2018-5-1 22:08
10,13047,french fries,2,0,0,2018-2-1 23:08
11,13047,eggs,6,4,1,2018-6-8 21:07
12,13047,cookies,6,4,0,2018-5-4 16:02
13,13047,turkey,8,4,1,2018-5-4 20:45
14,13047,spaghetti,6,4,0,2018-5-11 19:03
15,13047,mineral water,6,4,1,2018-2-4 16:38
16,13047,mineral water,3,0,0,2018-1-7 16:36
17,13047,shrimp,2,0,1,2018-5-14 20:56
18,13047,turkey,3,0,0,2018-5-21 16:55
19,13047,turkey,3,0,1,2018-5-21 17:41
20,13047,meatballs,4,0,0,2018-11-19 17:08
21,13047,red wine,4,0,1,2018-11-17 14:02
22,13047,rice,6,4,0,2018-5-27 20:06
23,13047,spaghetti,3,0,1,2018-11-18 16:28
24,13047,burgers,3,0,0,2018-4-19 21:51
25,13047,eggs,3,0,1,2018-6-21 14:55
26,13047,parmesan cheese,3,0,0,2018-5-10 22:17
27,12583,ground beef,1,0,1,2018-5-10 22:23
28,12583,sparkling water,3,0,0,2018-5-17 14:44
29,12583,mineral water,12,4,1,2018-5-17 16:13
30,12583,frozen vegetables,12,5,0,2018-5-31 15:03
31,12583,herb & pepper,10,4,1,2018-5-31 15:40
32,12583,mineral water,6,4,0,2018-5-31 15:57
33,12583,turkey,10,4,1,2018-5-31 15:57
34,12583,frozen vegetables,4,0,0,2018-5-31 16:31
35,12583,cookies,10,5,1,2018-2-5 17:13
36,12583,pickles,10,4,0,2018-6-12 16:42
37,12583,energy bar,10,4,1,2018-6-12 22:03
38,12583,red wine,10,4,0,2018-4-4 15:36
39,12583,mineral water,6,4,1,2018-4-11 19:43
40,12583,pickles,10,5,0,2018-1-2 17:39
41,12583,spaghetti,10,4,1,2018-7-11 17:17
42,12583,fresh tuna,12,4,0,2018-10-3 17:16
43,12583,spaghetti,10,4,1,2018-5-25 19:52
44,12583,soup,10,4,0,2018-5-28 17:20
45,12583,escalope,8,4,1,2018-5-28 17:52
46,12583,soup,3,0,0,2018-5-19 18:42
47,13748,mineral water,10,4,1,2018-9-15 16:40
48,17850,mineral water,6,4,0,2018-7-8 16:51
49,17850,avocado,6,4,1,2018-6-3 16:52
50,17850,burgers,6,4,0,2018-6-3 20:30
51,17850,spaghetti,6,4,1,2018-5-27 17:43
52,17850,fresh tuna,8,4,0,2018-5-17 17:41
53,17850,spaghetti,6,4,1,2018-7-13 23:19
54,17850,spaghetti,6,4,0,2018-11-9 20:21
55,17850,french fries,6,4,1,2018-11-9 20:53
56,17850,tomato sauce,6,4,0,2018-11-30 18:45
57,17850,turkey,6,4,1,2018-10-26 2:02
58,17850,eggs,2,0,0,2018-4-23 21:07
59,17850,soup,4,0,1,2018-8-13 15:44
60,17850,turkey,6,4,0,2018-5-7 16:46
61,17850,spaghetti,6,4,1,2018-5-21 17:38
62,17850,clothes accessories,6,4,0,2018-11-26 13:52
63,17850,energy drink,6,4,1,2018-7-7 0:41
64,17850,soup,2,0,0,2018-8-16 23:52
65,17850,turkey,6,4,1,2018-12-6 2:52
66,15100,french fries,4,0,0,2018-6-7 18:39
67,17850,chocolate,6,4,1,2018-5-17 15:42
68,17850,herb & pepper,6,4,0,2018-11-1 20:03
69,17850,cookies,8,4,1,2018-7-3 14:43
70,17850,shrimp,6,4,0,2018-7-17 2:20
71,17850,grated cheese,6,4,1,2018-7-24 16:17
72,17850,burgers,6,4,0,2018-7-4 2:57
73,17850,cookies,6,4,1,2018-7-4 14:32
74,17850,yogurt cake,6,4,0,2018-7-4 23:49
75,17850,soup,2,0,1,2018-6-6 18:47
76,17850,cookies,4,0,0,2018-6-13 16:34
77,17850,mineral water,6,4,1,2018-6-20 21:26
78,17850,eggs,6,4,0,2018-6-27 15:56
79,17850,grated cheese,6,4,1,2018-11-21 20:56
80,17850,mint,6,4,0,2018-8-10 23:28
81,17850,eggs,2,0,1,2018-7-13 22:00
82,17850,burgers,6,4,0,2018-7-27 23:12
83,15291,mineral water,6,4,1,2018-11-16 0:58
84,15291,burgers,8,4,0,2018-11-16 0:59
85,17850,energy bar,6,4,1,2018-10-26 23:12
86,17850,energy bar,6,4,0,2018-9-14 23:03
87,14688,chocolate,10,4,1,2018-7-2 23:24
88,14688,low fat yogurt,10,4,0,2018-7-9 23:14
89,14688,asparagus,10,4,1,2018-7-16 23:36
90,14688,burgers,10,5,0,2018-11-5 23:39
91,14688,low fat yogurt,12,4,1,2018-11-12 0:19
92,14688,burgers,6,4,0,2018-11-12 23:42
93,14688,champagne,12,4,1,2018-8-11 22:17
94,14688,champagne,10,4,0,2018-8-18 20:40
95,14688,burgers,6,4,1,2018-7-7 22:26
96,14688,ham,6,4,0,2018-7-7 22:37
97,14688,turkey,8,4,1,2018-7-21 0:24
98,14688,muffins,10,4,0,2018-7-21 23:02
99,14688,cookies,10,4,1,2018-7-28 21:55
100,14688,frozen vegetables,10,5,0,2018-6-9 17:06
101,14688,mineral water,6,4,1,2018-6-9 17:44
102,14688,burgers,6,4,0,2018-6-30 22:19
103,14688,turkey,12,4,1,2018-11-17 20:43
104,14688,ham,10,4,0,2018-10-13 0:40
105,14688,ground beef,10,5,1,2018-10-27 18:11
106,17809,ground beef,10,4,0,2018-9-15 23:15
107,15311,mineral water,9,4,1,2018-8-12 20:47
108,15311,shrimp,5,4,0,2018-7-1 0:15
109,15311,shrimp,10,4,1,2018-7-1 0:59
110,15311,spaghetti,6,4,1,2018-10-28 16:47
111,15311,shrimp,10,4,0,2018-9-9 17:10
112,15311,burgers,10,4,1,2018-9-16 0:14
113,15311,french wine,1,0,0,2018-7-12 23:59
114,15311,chicken,1,0,1,2018-11-1 17:56
115,15311,turkey,1,0,0,2018-10-25 0:13
116,15311,grated cheese,10,4,1,2018-10-25 22:58
117,15311,mineral water,3,0,0,2018-8-14 23:35
118,15311,eggs,1,0,1,2018-7-3 22:23
119,15311,burgers,2,0,0,2018-7-3 22:35
120,15311,muffins,1,0,1,2018-7-10 23:14
121,15311,pasta,1,0,0,2018-7-17 23:34
122,15311,tomatoes,4,0,1,2018-6-26 16:14
123,15311,ground beef,1,0,0,2018-11-20 0:37
124,15311,french fries,6,4,1,2018-11-20 0:44
125,15311,chocolate,3,0,0,2018-7-18 0:15
126,15311,burgers,2,0,1,2018-7-18 23:01
127,15311,ground beef,1,0,0,2018-10-3 16:25
128,15311,grated cheese,1,0,1,2018-10-24 0:13
129,15311,grated cheese,1,0,0,2018-10-24 0:25
130,15311,pancakes,1,0,1,2018-9-5 22:32
131,15311,frozen smoothie,2,0,0,2018-9-5 23:59
132,15311,carrots,2,0,1,2018-12-22 2:09
133,15311,chocolate,2,0,0,2018-11-25 4:24
134,15311,turkey,4,0,1,2018-2-14 4:11
135,15311,frozen vegetables,1,0,0,2018-11-27 1:08
136,15311,cookies,1,0,1,2018-12-19 2:34
137,15311,ground beef,2,0,0,2018-2-1 17:46
138,15311,turkey,3,0,1,2018-7-20 13:35
139,15311,frozen vegetables,8,4,0,2018-5-4 21:22
140,15311,frozen vegetables,10,5,1,2018-5-25 23:15
141,14527,red wine,1,0,0,2018-4-9 18:57
142,16098,chocolate,12,4,1,2018-4-9 22:29
143,16098,chocolate,8,4,0,2018-2-11 22:01
144,16098,turkey,12,4,1,2018-5-7 12:27
145,16098,cookies,10,5,0,2018-5-7 13:12
146,16098,turkey,10,4,1,2018-11-26 16:09
147,16098,yams,8,4,0,2018-4-7 18:51
148,16098,rice,8,4,1,2018-4-14 14:09
149,16098,chocolate,4,0,0,2018-4-28 14:18
150,16098,shrimp,12,5,1,2018-7-7 13:19
151,16098,burgers,2,0,0,2018-7-21 0:12
152,16098,mineral water,2,0,1,2018-6-9 14:48
153,16098,cookies,4,0,0,2018-6-9 17:34
154,15311,shrimp,1,0,1,2018-5-5 23:55
155,18074,shallot,3,0,0,2018-9-15 23:17
156,18074,shrimp,6,4,1,2018-4-15 16:15
157,18074,burgers,12,4,0,2018-4-22 17:16
158,18074,red wine,6,4,1,2018-12-9 15:45
159,18074,burgers,12,4,0,2018-2-3 15:11
160,18074,herb & pepper,12,5,1,2018-4-12 23:14
161,18074,shrimp,12,4,0,2018-4-19 13:08
162,18074,butter,6,4,1,2018-4-26 12:57
163,18074,light mayo,2,0,0,2018-4-26 13:12
164,18074,low fat yogurt,4,0,1,2018-5-3 18:32
165,18074,herb & pepper,3,0,0,2018-5-31 17:06
166,18074,burgers,6,4,1,2018-11-29 0:54
167,18074,turkey,8,4,0,2018-10-25 14:37
168,17420,cookies,1,0,1,2018-9-13 17:12
169,17420,escalope,12,4,0,2018-4-3 19:35
170,17420,pepper,6,4,1,2018-4-17 14:02
171,17420,frozen vegetables,10,4,0,2018-8-14 0:06
172,17420,chocolate,12,4,1,2018-5-8 14:41
173,17420,herb & pepper,2,0,0,2018-5-15 13:04
174,17420,burgers,10,4,1,2018-5-29 20:55
175,16029,chocolate,8,4,0,2018-4-11 23:09
176,16029,muffins,2,0,1,2018-4-18 23:12
177,16029,ham,2,0,0,2018-1-30 20:09
178,16029,spaghetti,10,4,1,2018-6-27 0:22
179,16029,chocolate,10,4,0,2018-10-24 15:12
180,16029,frozen vegetables,10,5,1,2018-9-5 23:19
181,16029,candy bars,12,4,0,2018-2-1 17:52
182,16029,burgers,12,4,1,2018-5-4 12:24
183,16250,parmesan cheese,3,0,0,2018-5-11 17:26
184,16250,pancakes,3,0,1,2018-5-25 18:49
185,16250,eggs,2,0,0,2018-10-26 21:29
186,16250,frozen vegetables,3,0,1,2018-8-11 20:36
187,16250,chocolate,3,0,0,2018-8-18 18:04
188,16250,turkey,6,4,1,2018-12-1 20:09
189,16250,whole wheat pasta,12,4,0,2018-10-27 19:48
190,16250,cooking oil,12,5,1,2018-12-2 20:06
191,16250,frozen vegetables,12,4,0,2018-8-9 22:57
192,16250,fresh tuna,12,4,1,2018-1-29 19:30
193,16250,red wine,12,4,0,2018-7-6 0:20
194,16250,milk,4,0,1,2018-6-18 19:46
195,16250,french fries,12,5,0,2018-4-21 15:41
196,16250,milk,12,4,1,2018-4-21 16:53
197,12431,french fries,6,4,0,2018-4-21 19:38
198,12431,chocolate,8,4,1,2018-5-12 20:09
199,12431,burgers,12,4,0,2018-7-15 19:12
200,12431,shrimp,6,4,1,2018-5-6 18:36
201,12431,green tea,4,0,0,2018-5-13 19:12
202,12431,low fat yogurt,6,4,1,2018-5-17 23:18
203,12431,turkey,3,0,0,2018-4-24 20:19
204,12431,turkey,2,0,1,2018-7-3 2:13
205,12431,bug spray,4,0,0,2018-4-25 16:26
206,12431,oil,4,0,1,2018-4-25 22:59
207,12431,soup,2,0,0,2018-12-12 0:40
208,12431,spaghetti,2,0,1,2018-7-4 16:31
209,12431,turkey,10,4,0,2018-8-10 0:45
210,12431,ground beef,10,5,1,2018-5-25 22:47
211,17511,frozen vegetables,2,0,0,2018-4-14 22:44
212,17511,herb & pepper,12,4,1,2018-8-18 15:34
213,17511,whole wheat pasta,12,4,0,2018-8-18 19:54
214,17511,cookies,6,4,1,2018-5-19 21:32
215,17511,olive oil,6,4,0,2018-4-22 20:06
216,17511,ground beef,8,4,1,2018-7-29 0:36
217,17511,mineral water,4,0,0,2018-7-29 19:07
218,17511,herb & pepper,12,4,1,2018-6-3 18:14
219,17511,salmon,8,4,0,2018-4-12 22:42
220,17511,eggs,8,4,1,2018-4-19 13:46
221,17511,mineral water,2,0,0,2018-4-19 22:56
222,17511,mineral water,8,4,1,2018-7-5 21:25
223,17511,shrimp,12,4,0,2018-5-3 17:48
224,17511,cake,12,4,1,2018-5-3 17:59
225,17511,turkey,12,5,0,2018-5-17 18:19
226,17511,frozen vegetables,6,4,1,2018-4-10 23:11
227,17511,turkey,4,0,0,2018-6-5 0:06
228,17511,whole wheat pasta,12,4,1,2018-5-15 14:46
229,17511,eggs,10,4,0,2018-5-15 22:52
230,17511,ground beef,10,5,1,2018-4-18 23:08
231,17511,milk,10,4,0,2018-7-4 19:51
232,17511,spaghetti,6,4,1,2018-5-9 0:34
233,17511,whole wheat pasta,12,4,0,2018-10-17 13:44
234,17511,whole wheat pasta,2,0,1,2018-10-24 22:44
235,17548,spaghetti,12,5,0,2018-9-5 22:28
236,17548,eggs,10,4,1,2018-4-23 23:39
237,17548,fresh tuna,10,4,0,2018-6-4 1:40
238,17548,mineral water,10,4,1,2018-5-28 1:40
239,17548,frozen vegetables,12,4,0,2018-7-8 12:39
240,17548,chocolate,12,5,1,2018-7-8 15:20
241,17548,meatballs,10,4,0,2018-7-22 13:53
242,13705,low fat yogurt,6,4,1,2018-6-3 1:40
243,13705,green tea,4,0,0,2018-9-6 0:08
244,13705,escalope,12,4,1,2018-7-10 22:02
245,13705,pepper,12,5,0,2018-5-29 1:40
246,13705,red wine,1,0,1,2018-5-30 1:40
247,13705,burgers,12,4,0,2018-4-6 15:16
248,13705,french wine,12,4,1,2018-4-13 22:04
249,13705,burgers,4,0,0,2018-4-13 22:18
250,13705,red wine,2,0,1,2018-5-4 20:44
251,13705,pepper,10,4,0,2018-5-4 21:16
252,13747,milk,8,4,1,2018-5-4 21:49
254,13408,french fries,12,4,1,2018-11-23 13:39
255,13408,almonds,12,5,0,2018-4-9 23:15
256,13408,burgers,12,4,1,2018-4-23 23:04
257,13408,milk,12,4,0,2018-1-14 4:14
258,13408,pancakes,12,4,1,2018-1-21 21:03
259,13408,mineral water,12,4,0,2018-7-16 23:48
260,13408,ham,6,4,1,2018-6-11 22:33
261,13408,salt,12,4,0,2018-5-7 21:58
262,13408,spaghetti,4,0,1,2018-5-7 21:58
263,13408,spaghetti,6,4,0,2018-5-14 22:31
